total_return,annualized_return,annual_volatility,max_drawdown,sharpe_ratio,calmar_ratio,sortino_ratio,win_rate,final_value,strategy
797.7570851935421,14.253424644651712,17.752987946250165,-33.9249600060972,0.7281159524245048,0.42014565800785025,0.8654152665096508,54.71652593486128,897757.0851935422,Buy & Hold
375.90408407195326,9.934575540820067,13.620517892090545,-23.852786900650578,0.6179133468411143,0.41649537985639346,0.7390938814956841,54.71652593486128,475904.08407195326,Strategy A
447.8831429244767,10.878676535684463,14.338698494755484,-22.617067383746445,0.6537550766230642,0.4809941249722909,0.7830572228324066,54.71652593486128,547883.1429244768,Strategy B
355.27488878871446,9.639194385562133,11.658864269191774,-17.00973151539443,0.6774394673955186,0.5666870389364058,0.8442885407092687,54.668275030156806,455274.8887887144,Strategy C
306.58955113756684,8.88893775204085,11.844954364095614,-22.26425977138542,0.610592189381087,0.3992469474985704,0.7358484773175077,54.547647768395656,406589.5511375668,Strategy D
